gsm	title	source_name_ch1	organism_ch1	ch:strain	ch:cross	ch:developmental stage	data_processing	library_strategy	supplementary_file_1	ch:tissue
GSM1112713	midblast_1-16	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112713/suppl/GSM1112713_midblast_1-16_expression.txt.gz	
GSM1112714	midblast_1-17	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112714/suppl/GSM1112714_midblast_1-17_expression.txt.gz	
GSM1112715	midblast_1-18	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112715/suppl/GSM1112715_midblast_1-18_expression.txt.gz	
GSM1112716	midblast_1-19	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112716/suppl/GSM1112716_midblast_1-19_expression.txt.gz	
GSM1112717	midblast_1-2	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112717/suppl/GSM1112717_midblast_1-2_expression.txt.gz	
GSM1112718	midblast_1-20	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112718/suppl/GSM1112718_midblast_1-20_expression.txt.gz	
GSM1112719	midblast_1-22	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112719/suppl/GSM1112719_midblast_1-22_expression.txt.gz	
GSM1112720	midblast_1-23	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112720/suppl/GSM1112720_midblast_1-23_expression.txt.gz	
GSM1112721	midblast_1-24	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112721/suppl/GSM1112721_midblast_1-24_expression.txt.gz	
GSM1112722	midblast_1-3	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112722/suppl/GSM1112722_midblast_1-3_expression.txt.gz	
GSM1112723	midblast_1-4	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112723/suppl/GSM1112723_midblast_1-4_expression.txt.gz	
GSM1112724	midblast_1-5	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112724/suppl/GSM1112724_midblast_1-5_expression.txt.gz	
GSM1112725	midblast_1-6	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112725/suppl/GSM1112725_midblast_1-6_expression.txt.gz	
GSM1112726	midblast_1-8	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112726/suppl/GSM1112726_midblast_1-8_expression.txt.gz	
GSM1112727	midblast_1-9	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112727/suppl/GSM1112727_midblast_1-9_expression.txt.gz	
GSM1112728	midblast_2-1	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112728/suppl/GSM1112728_midblast_2-1_expression.txt.gz	
GSM1112729	midblast_2-10	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112729/suppl/GSM1112729_midblast_2-10_expression.txt.gz	
GSM1112730	midblast_2-11	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112730/suppl/GSM1112730_midblast_2-11_expression.txt.gz	
GSM1112731	midblast_2-12	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112731/suppl/GSM1112731_midblast_2-12_expression.txt.gz	
GSM1112732	midblast_2-13	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112732/suppl/GSM1112732_midblast_2-13_expression.txt.gz	
GSM1112733	midblast_2-14	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112733/suppl/GSM1112733_midblast_2-14_expression.txt.gz	
GSM1112734	midblast_2-15	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112734/suppl/GSM1112734_midblast_2-15_expression.txt.gz	
GSM1112735	midblast_2-16	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112735/suppl/GSM1112735_midblast_2-16_expression.txt.gz	
GSM1112736	midblast_2-17	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112736/suppl/GSM1112736_midblast_2-17_expression.txt.gz	
GSM1112737	midblast_2-18	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112737/suppl/GSM1112737_midblast_2-18_expression.txt.gz	
GSM1112738	midblast_2-2	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112738/suppl/GSM1112738_midblast_2-2_expression.txt.gz	
GSM1112739	midblast_2-23	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112739/suppl/GSM1112739_midblast_2-23_expression.txt.gz	
GSM1112740	midblast_2-24	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112740/suppl/GSM1112740_midblast_2-24_expression.txt.gz	
GSM1112741	midblast_2-3	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112741/suppl/GSM1112741_midblast_2-3_expression.txt.gz	
GSM1112742	midblast_2-4	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112742/suppl/GSM1112742_midblast_2-4_expression.txt.gz	
GSM1112743	midblast_2-5	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112743/suppl/GSM1112743_midblast_2-5_expression.txt.gz	
GSM1112744	midblast_2-6	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112744/suppl/GSM1112744_midblast_2-6_expression.txt.gz	
GSM1112745	midblast_2-7	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112745/suppl/GSM1112745_midblast_2-7_expression.txt.gz	
GSM1112746	midblast_2-8	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112746/suppl/GSM1112746_midblast_2-8_expression.txt.gz	
GSM1112747	midblast_2-9	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112747/suppl/GSM1112747_midblast_2-9_expression.txt.gz	
GSM1112748	midblast_3-1	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112748/suppl/GSM1112748_midblast_3-1_expression.txt.gz	
GSM1112749	midblast_3-10	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112749/suppl/GSM1112749_midblast_3-10_expression.txt.gz	
GSM1112750	midblast_3-11	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112750/suppl/GSM1112750_midblast_3-11_expression.txt.gz	
GSM1112751	midblast_3-12	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112751/suppl/GSM1112751_midblast_3-12_expression.txt.gz	
GSM1112752	midblast_3-13	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112752/suppl/GSM1112752_midblast_3-13_expression.txt.gz	
GSM1112753	midblast_3-14	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112753/suppl/GSM1112753_midblast_3-14_expression.txt.gz	
GSM1112754	midblast_3-15	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112754/suppl/GSM1112754_midblast_3-15_expression.txt.gz	
GSM1112755	midblast_3-17	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112755/suppl/GSM1112755_midblast_3-17_expression.txt.gz	
GSM1112756	midblast_3-18	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112756/suppl/GSM1112756_midblast_3-18_expression.txt.gz	
GSM1112757	midblast_3-2	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112757/suppl/GSM1112757_midblast_3-2_expression.txt.gz	
GSM1112758	midblast_3-23	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112758/suppl/GSM1112758_midblast_3-23_expression.txt.gz	
GSM1112759	midblast_3-3	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112759/suppl/GSM1112759_midblast_3-3_expression.txt.gz	
GSM1112760	midblast_3-4	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112760/suppl/GSM1112760_midblast_3-4_expression.txt.gz	
GSM1112761	midblast_3-5	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112761/suppl/GSM1112761_midblast_3-5_expression.txt.gz	
GSM1112762	midblast_3-6	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112762/suppl/GSM1112762_midblast_3-6_expression.txt.gz	
GSM1112763	midblast_3-7	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112763/suppl/GSM1112763_midblast_3-7_expression.txt.gz	
GSM1112764	midblast_3-8	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112764/suppl/GSM1112764_midblast_3-8_expression.txt.gz	
GSM1112765	midblast_3-9	Mid blastocyst cell (92-94h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Mid blastocyst cell (92-94h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112765/suppl/GSM1112765_midblast_3-9_expression.txt.gz	
GSM1112766	zy1	Zygote	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Zygote	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112766/suppl/GSM1112766_zy1_expression.txt.gz	
GSM1112767	zy2	Zygote	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Zygote	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112767/suppl/GSM1112767_zy2_expression.txt.gz	
