accession	status	symbol	title
XM_005193431.3	suppressed	CBY3	PREDICTED: Bos taurus chibby homolog 3 (Drosophila) (CBY3), mRNA
XM_005193484.3	suppressed	LOC101907970	PREDICTED: Bos taurus uncharacterized LOC101907970 (LOC101907970), mRNA
XM_005193495.3	suppressed	LOC101906503	PREDICTED: Bos taurus multidrug resistance-associated protein 4-like (LOC101906503), mRNA
XM_005193507.3	suppressed	FAM189B	PREDICTED: Bos taurus family with sequence similarity 189 member B (FAM189B), transcript variant X1, mRNA
XM_005193541.3	suppressed	DCBLD1	PREDICTED: Bos taurus discoidin, CUB and LCCL domain containing 1 (DCBLD1), transcript variant X1, mRNA
XM_005193544.3	suppressed	IDNK	PREDICTED: Bos taurus idnK, gluconokinase homolog (E. coli) (IDNK), transcript variant X3, mRNA
XM_005193545.3	suppressed	IDNK	PREDICTED: Bos taurus idnK, gluconokinase homolog (E. coli) (IDNK), transcript variant X4, mRNA
XM_005193547.3	suppressed	IDNK	PREDICTED: Bos taurus idnK, gluconokinase homolog (E. coli) (IDNK), transcript variant X6, mRNA
XM_005193548.3	suppressed	IDNK	PREDICTED: Bos taurus idnK, gluconokinase homolog (E. coli) (IDNK), transcript variant X7, mRNA
XM_005193551.3	suppressed	IDNK	PREDICTED: Bos taurus idnK, gluconokinase homolog (E. coli) (IDNK), transcript variant X9, mRNA
XM_005193553.3	suppressed	IDNK	PREDICTED: Bos taurus idnK, gluconokinase homolog (E. coli) (IDNK), transcript variant X10, mRNA
XM_005193555.2	suppressed	LOC100299289	PREDICTED: Bos taurus olfactory receptor 2T2 (LOC100299289), partial mRNA
XM_005193563.3	suppressed	ZBED3	PREDICTED: Bos taurus zinc finger, BED-type containing 3 (ZBED3), transcript variant X1, mRNA
XM_005193570.3	suppressed	MTX3	PREDICTED: Bos taurus metaxin 3 (MTX3), transcript variant X2, mRNA
XM_005193571.3	suppressed	MTX3	PREDICTED: Bos taurus metaxin 3 (MTX3), transcript variant X3, mRNA
XM_005193572.3	suppressed	SERINC5	PREDICTED: Bos taurus serine incorporator 5 (SERINC5), transcript variant X2, mRNA
XM_005193574.3	suppressed	KBTBD13	PREDICTED: Bos taurus kelch repeat and BTB (POZ) domain containing 13 (KBTBD13), mRNA
XM_005193580.3	suppressed	PAQR5	PREDICTED: Bos taurus progestin and adipoQ receptor family member V (PAQR5), transcript variant X3, mRNA
XM_005193586.3	suppressed	NEO1	PREDICTED: Bos taurus neogenin 1 (NEO1), transcript variant X1, mRNA
XM_005193587.3	suppressed	NEO1	PREDICTED: Bos taurus neogenin 1 (NEO1), transcript variant X5, mRNA
XM_005193592.3	suppressed	CD276	PREDICTED: Bos taurus CD276 molecule (CD276), transcript variant X2, mRNA
XM_005193594.1	suppressed	LOC101904323	PREDICTED: Bos taurus olfactory receptor 10G3 (LOC101904323), mRNA
XM_005193597.3	suppressed	LOC538679	PREDICTED: Bos taurus ribonuclease, RNase A family, 7 (LOC538679), mRNA
XM_005193600.3	suppressed	OR6S1	PREDICTED: Bos taurus olfactory receptor, family 6, subfamily S, member 1 (OR6S1), mRNA
XM_005193601.3	suppressed	RNASE12	PREDICTED: Bos taurus ribonuclease A family member 12 (inactive) (RNASE12), transcript variant X1, mRNA
XM_005193602.3	suppressed	RNASE12	PREDICTED: Bos taurus ribonuclease A family member 12 (inactive) (RNASE12), transcript variant X5, mRNA
XM_005193603.3	suppressed	RNASE12	PREDICTED: Bos taurus ribonuclease A family member 12 (inactive) (RNASE12), transcript variant X4, mRNA
XM_005193606.3	suppressed	RNASE10	PREDICTED: Bos taurus ribonuclease A family member 10 (inactive) (RNASE10), transcript variant X1, mRNA
XM_005193607.3	suppressed	LOC783885	PREDICTED: Bos taurus olfactory receptor 11G2-like (LOC783885), mRNA
XM_005193608.1	suppressed	LOC787150	PREDICTED: Bos taurus olfactory receptor 4K14 (LOC787150), mRNA
XM_005193615.1	suppressed	LOC101904911	PREDICTED: Bos taurus olfactory receptor 10G2 (LOC101904911), mRNA
XM_005193617.2	suppressed	LOC514151	PREDICTED: Bos taurus olfactory receptor 11H6 (LOC514151), mRNA
XM_005193618.3	suppressed	LOC783951	PREDICTED: Bos taurus olfactory receptor 11G2-like (LOC783951), mRNA
XM_005193623.3	suppressed	RNF212B	PREDICTED: Bos taurus ring finger protein 212B (RNF212B), transcript variant X1, mRNA
XM_005193634.3	suppressed	ARHGAP11A	PREDICTED: Bos taurus Rho GTPase activating protein 11A (ARHGAP11A), transcript variant X1, mRNA
XM_005193635.3	suppressed	ARHGAP11A	PREDICTED: Bos taurus Rho GTPase activating protein 11A (ARHGAP11A), transcript variant X2, mRNA
XM_005193642.3	suppressed	CA12	PREDICTED: Bos taurus carbonic anhydrase XII (CA12), transcript variant X2, mRNA
XM_005193645.2	suppressed	MGAT2	PREDICTED: Bos taurus mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase (MGAT2), mRNA
XM_005193646.2	suppressed	ARF6	PREDICTED: Bos taurus ADP ribosylation factor 6 (ARF6), transcript variant X2, mRNA
XM_005193647.2	suppressed	ARF6	PREDICTED: Bos taurus ADP ribosylation factor 6 (ARF6), transcript variant X3, mRNA
XM_005193648.3	suppressed	NIN	PREDICTED: Bos taurus ninein (NIN), transcript variant X5, mRNA
XM_005193656.3	suppressed	FAM81A	PREDICTED: Bos taurus family with sequence similarity 81 member A (FAM81A), transcript variant X1, mRNA
XM_005193658.3	suppressed	MYZAP	PREDICTED: Bos taurus myocardial zonula adherens protein (MYZAP), transcript variant X1, mRNA
XM_005193664.2	suppressed	ZNF280D	PREDICTED: Bos taurus zinc finger protein 280D (ZNF280D), transcript variant X4, mRNA
XM_005193666.3	suppressed	ZNF280D	PREDICTED: Bos taurus zinc finger protein 280D (ZNF280D), transcript variant X5, mRNA
XM_005193667.3	suppressed	ZNF280D	PREDICTED: Bos taurus zinc finger protein 280D (ZNF280D), transcript variant X6, mRNA
XM_005193673.3	suppressed	PRTG	PREDICTED: Bos taurus protogenin (PRTG), mRNA
XM_005193686.3	suppressed	MPP6	PREDICTED: Bos taurus membrane protein, palmitoylated 6 (MPP6), transcript variant X2, mRNA
XM_005193689.3	suppressed	FAM214A	PREDICTED: Bos taurus family with sequence similarity 214 member A (FAM214A), transcript variant X1, mRNA
XM_005193690.3	suppressed	FAM214A	PREDICTED: Bos taurus family with sequence similarity 214 member A (FAM214A), transcript variant X2, mRNA
XM_005193691.2	suppressed	FAM214A	PREDICTED: Bos taurus family with sequence similarity 214 member A (FAM214A), transcript variant X4, mRNA
XM_005193692.3	suppressed	FAM214A	PREDICTED: Bos taurus family with sequence similarity 214 member A (FAM214A), transcript variant X5, mRNA
XM_005193694.3	suppressed	FAM214A	PREDICTED: Bos taurus family with sequence similarity 214 member A (FAM214A), transcript variant X7, mRNA
XM_005193696.3	suppressed	FAM214A	PREDICTED: Bos taurus family with sequence similarity 214 member A (FAM214A), transcript variant X8, mRNA
XM_005193697.2	suppressed	FAM214A	PREDICTED: Bos taurus family with sequence similarity 214 member A (FAM214A), transcript variant X10, mRNA
XM_005193705.3	suppressed	PPP1R36	PREDICTED: Bos taurus protein phosphatase 1 regulatory subunit 36 (PPP1R36), transcript variant X1, mRNA
XM_005193707.3	suppressed	PPP1R36	PREDICTED: Bos taurus protein phosphatase 1 regulatory subunit 36 (PPP1R36), transcript variant X3, mRNA
XM_005193708.3	suppressed	RDH11	PREDICTED: Bos taurus retinol dehydrogenase 11 (all-trans/9-cis/11-cis) (RDH11), transcript variant X1, mRNA
XM_005193712.3	suppressed	SUSD6	PREDICTED: Bos taurus sushi domain containing 6 (SUSD6), transcript variant X2, mRNA
XM_005193714.3	suppressed	SUSD6	PREDICTED: Bos taurus sushi domain containing 6 (SUSD6), transcript variant X4, mRNA
XM_005193715.3	suppressed	SUSD6	PREDICTED: Bos taurus sushi domain containing 6 (SUSD6), transcript variant X3, mRNA
XM_005193716.3	suppressed	SUSD6	PREDICTED: Bos taurus sushi domain containing 6 (SUSD6), transcript variant X5, mRNA
XM_005193722.3	suppressed	SIPA1L1	PREDICTED: Bos taurus signal-induced proliferation-associated 1 like 1 (SIPA1L1), transcript variant X7, mRNA
XM_005193724.3	suppressed	SIPA1L1	PREDICTED: Bos taurus signal-induced proliferation-associated 1 like 1 (SIPA1L1), transcript variant X4, mRNA
XM_005193725.3	suppressed	SIPA1L1	PREDICTED: Bos taurus signal-induced proliferation-associated 1 like 1 (SIPA1L1), transcript variant X6, mRNA
XM_005193737.3	suppressed	ELMSAN1	PREDICTED: Bos taurus ELM2 and Myb/SANT-like domain containing 1 (ELMSAN1), transcript variant X2, mRNA
XM_005193738.3	suppressed	ELMSAN1	PREDICTED: Bos taurus ELM2 and Myb/SANT-like domain containing 1 (ELMSAN1), transcript variant X1, mRNA
XM_005193743.3	suppressed	ZC2HC1C	PREDICTED: Bos taurus zinc finger, C2HC-type containing 1C (ZC2HC1C), mRNA
XM_005193746.3	suppressed	TTLL5	PREDICTED: Bos taurus tubulin tyrosine ligase like 5 (TTLL5), transcript variant X1, mRNA
XM_005193747.3	suppressed	TTLL5	PREDICTED: Bos taurus tubulin tyrosine ligase like 5 (TTLL5), transcript variant X2, mRNA
XM_005193748.3	suppressed	TTLL5	PREDICTED: Bos taurus tubulin tyrosine ligase like 5 (TTLL5), transcript variant X3, mRNA
XM_005193749.3	suppressed	TTLL5	PREDICTED: Bos taurus tubulin tyrosine ligase like 5 (TTLL5), transcript variant X4, mRNA
XM_005193750.3	suppressed	TTLL5	PREDICTED: Bos taurus tubulin tyrosine ligase like 5 (TTLL5), transcript variant X5, mRNA
XM_005193751.3	suppressed	TTLL5	PREDICTED: Bos taurus tubulin tyrosine ligase like 5 (TTLL5), transcript variant X6, mRNA
XM_005193752.3	suppressed	TTLL5	PREDICTED: Bos taurus tubulin tyrosine ligase like 5 (TTLL5), transcript variant X8, mRNA
XM_005193753.3	suppressed	TTLL5	PREDICTED: Bos taurus tubulin tyrosine ligase like 5 (TTLL5), transcript variant X10, mRNA
XM_005193754.3	suppressed	TTLL5	PREDICTED: Bos taurus tubulin tyrosine ligase like 5 (TTLL5), transcript variant X11, mRNA
XM_005193764.3	suppressed	ANGEL1	PREDICTED: Bos taurus angel homolog 1 (Drosophila) (ANGEL1), transcript variant X1, mRNA
XM_005193767.3	suppressed	ANGEL1	PREDICTED: Bos taurus angel homolog 1 (Drosophila) (ANGEL1), transcript variant X3, mRNA
XM_005193768.3	suppressed	SAMD15	PREDICTED: Bos taurus sterile alpha motif domain containing 15 (SAMD15), transcript variant X1, mRNA
XM_005193770.3	suppressed	LOC101904834	PREDICTED: Bos taurus uncharacterized LOC101904834 (LOC101904834), transcript variant X2, mRNA
XM_005193772.3	suppressed	EFCAB11	PREDICTED: Bos taurus EF-hand calcium binding domain 11 (EFCAB11), transcript variant X3, mRNA
XM_005193773.3	suppressed	EFCAB11	PREDICTED: Bos taurus EF-hand calcium binding domain 11 (EFCAB11), transcript variant X4, mRNA
XM_005193774.3	suppressed	EFCAB11	PREDICTED: Bos taurus EF-hand calcium binding domain 11 (EFCAB11), transcript variant X5, mRNA
XM_005193775.3	suppressed	EFCAB11	PREDICTED: Bos taurus EF-hand calcium binding domain 11 (EFCAB11), transcript variant X8, mRNA
XM_005193782.3	suppressed	LOC100140640	PREDICTED: Bos taurus uncharacterized LOC100140640 (LOC100140640), mRNA
XM_005193783.3	suppressed	FLRT2	PREDICTED: Bos taurus fibronectin leucine rich transmembrane protein 2 (FLRT2), transcript variant X2, mRNA
XM_005193788.3	suppressed	PROM2	PREDICTED: Bos taurus prominin 2 (PROM2), transcript variant X2, mRNA
XM_005193790.3	suppressed	PROM2	PREDICTED: Bos taurus prominin 2 (PROM2), transcript variant X3, mRNA
XM_005193792.3	suppressed	NEURL3	PREDICTED: Bos taurus neuralized E3 ubiquitin protein ligase 3 (NEURL3), transcript variant X2, mRNA
XM_005193800.3	suppressed	ANKRD23	PREDICTED: Bos taurus ankyrin repeat domain 23 (ANKRD23), transcript variant X1, mRNA
XM_005193810.3	suppressed	TMEM131	PREDICTED: Bos taurus transmembrane protein 131 (TMEM131), transcript variant X2, mRNA
XM_005193812.3	suppressed	KIAA1211L	PREDICTED: Bos taurus KIAA1211-like ortholog (KIAA1211L), transcript variant X3, mRNA
XM_005193819.3	suppressed	KIAA1211L	PREDICTED: Bos taurus KIAA1211-like ortholog (KIAA1211L), transcript variant X7, mRNA
XM_005193829.3	suppressed	TMEM87B	PREDICTED: Bos taurus transmembrane protein 87B (TMEM87B), transcript variant X3, mRNA
XM_005193840.3	suppressed	RNF149	PREDICTED: Bos taurus ring finger protein 149 (RNF149), transcript variant X3, mRNA
XM_005193842.3	suppressed	RNF149	PREDICTED: Bos taurus ring finger protein 149 (RNF149), transcript variant X5, mRNA
XM_005193844.2	suppressed	CREG2	PREDICTED: Bos taurus cellular repressor of E1A stimulated genes 2 (CREG2), transcript variant X1, mRNA
XM_005193845.3	suppressed	IL18R1	PREDICTED: Bos taurus interleukin 18 receptor 1 (IL18R1), transcript variant X1, mRNA
XM_005193846.3	suppressed	IL18R1	PREDICTED: Bos taurus interleukin 18 receptor 1 (IL18R1), transcript variant X2, mRNA
XM_005193849.3	suppressed	IL18R1	PREDICTED: Bos taurus interleukin 18 receptor 1 (IL18R1), transcript variant X3, mRNA
XM_005193858.3	suppressed	GPR45	PREDICTED: Bos taurus G protein-coupled receptor 45 (GPR45), mRNA
XM_005193859.3	suppressed	SEMA4F	PREDICTED: Bos taurus ssemaphorin 4F (SEMA4F), transcript variant X2, mRNA
XM_005193860.3	suppressed	SEMA4F	PREDICTED: Bos taurus ssemaphorin 4F (SEMA4F), transcript variant X3, mRNA
XM_005193864.3	suppressed	CCDC142	PREDICTED: Bos taurus coiled-coil domain containing 142 (CCDC142), transcript variant X2, mRNA
XM_005193870.3	suppressed	ALMS1	PREDICTED: Bos taurus ALMS1, centrosome and basal body associated protein (ALMS1), transcript variant X2, mRNA
XM_005193875.3	suppressed	CLEC4F	PREDICTED: Bos taurus C-type lectin domain family 4 member F (CLEC4F), transcript variant X2, mRNA
XM_005193883.3	suppressed	SOS1	PREDICTED: Bos taurus SOS Ras/Rac guanine nucleotide exchange factor 1 (SOS1), transcript variant X2, mRNA
XM_005193884.3	suppressed	SOS1	PREDICTED: Bos taurus SOS Ras/Rac guanine nucleotide exchange factor 1 (SOS1), transcript variant X3, mRNA
XM_005193887.3	suppressed	OXER1	PREDICTED: Bos taurus oxoeicosanoid (OXE) receptor 1 (OXER1), mRNA
XM_005193898.3	suppressed	SOWAHC	PREDICTED: Bos taurus sosondowah ankyrin repeat domain family member C (SOWAHC), mRNA
XM_005193900.3	suppressed	EDAR	PREDICTED: Bos taurus ectodysplasin A receptor (EDAR), transcript variant X1, mRNA
XM_005193904.3	suppressed	SULT1C2	PREDICTED: Bos taurus sulfotransferase family, cytosolic, 1C, member 2 (SULT1C2), transcript variant X1, mRNA
XM_005193907.3	suppressed	FAM161A	PREDICTED: Bos taurus family with sequence similarity 161 member A (FAM161A), transcript variant X1, mRNA
XM_005193908.3	suppressed	FAM161A	PREDICTED: Bos taurus family with sequence similarity 161 member A (FAM161A), transcript variant X2, mRNA
XM_005193911.3	suppressed	SERTAD2	PREDICTED: Bos taurus SERTA domain containing 2 (SERTAD2), transcript variant X3, mRNA
XM_005193912.3	suppressed	SERTAD2	PREDICTED: Bos taurus SERTA domain containing 2 (SERTAD2), transcript variant X4, mRNA
XM_005193916.3	suppressed	CEP68	PREDICTED: Bos taurus centrosomal protein 68kDa (CEP68), transcript variant X4, mRNA
XM_005193917.3	suppressed	CEP68	PREDICTED: Bos taurus centrosomal protein 68kDa (CEP68), transcript variant X5, mRNA
XM_005193920.3	suppressed	SPRED2	PREDICTED: Bos taurus sprouty-related, EVH1 domain containing 2 (SPRED2), transcript variant X1, mRNA
XM_005193922.3	suppressed	SPRED2	PREDICTED: Bos taurus sprouty-related, EVH1 domain containing 2 (SPRED2), transcript variant X3, mRNA
XM_005193927.3	suppressed	AAK1	PREDICTED: Bos taurus AP2 associated kinase 1 (AAK1), transcript variant X15, mRNA
XM_005193929.3	suppressed	LCLAT1	PREDICTED: Bos taurus lysocardiolipin acyltransferase 1 (LCLAT1), transcript variant X3, mRNA
XM_005193931.3	suppressed	SLC4A1AP	PREDICTED: Bos taurus solute carrier family 4 (anion exchanger), member 1, adaptor protein (SLC4A1AP), transcript variant X1, mRNA
XM_005193932.3	suppressed	SLC4A1AP	PREDICTED: Bos taurus solute carrier family 4 (anion exchanger), member 1, adaptor protein (SLC4A1AP), transcript variant X3, mRNA
XM_005193935.3	suppressed	GTF3C2	PREDICTED: Bos taurus general transcription factor IIIC subunit 2 (GTF3C2), transcript variant X1, mRNA
XM_005193938.3	suppressed	ASXL2	PREDICTED: Bos taurus additional sex combs like 2, transcriptional regulator (ASXL2), transcript variant X2, mRNA
XM_005193939.3	suppressed	ASXL2	PREDICTED: Bos taurus additional sex combs like 2, transcriptional regulator (ASXL2), transcript variant X3, mRNA
XM_005193950.3	suppressed	RNF144A	PREDICTED: Bos taurus ring finger protein 144A (RNF144A), transcript variant X1, mRNA
XM_005193951.3	suppressed	RNF144A	PREDICTED: Bos taurus ring finger protein 144A (RNF144A), transcript variant X2, mRNA
XM_005193960.3	suppressed	C11H2orf44	PREDICTED: Bos taurus chromosome 11 open reading frame, human C2orf44 (C11H2orf44), transcript variant X2, mRNA
XM_005193965.3	suppressed	PUM2	PREDICTED: Bos taurus pumilio RNA binding family member 2 (PUM2), transcript variant X1, mRNA
XM_005193969.3	suppressed	PUM2	PREDICTED: Bos taurus pumilio RNA binding family member 2 (PUM2), transcript variant X2, mRNA
XM_005193970.3	suppressed	PUM2	PREDICTED: Bos taurus pumilio RNA binding family member 2 (PUM2), transcript variant X5, mRNA
XM_005193972.3	suppressed	PUM2	PREDICTED: Bos taurus pumilio RNA binding family member 2 (PUM2), transcript variant X7, mRNA
XM_005193973.3	suppressed	PUM2	PREDICTED: Bos taurus pumilio RNA binding family member 2 (PUM2), transcript variant X9, mRNA
XM_005193978.3	suppressed	LOC504570	PREDICTED: Bos taurus olfactory receptor 1L4 (LOC504570), mRNA
XM_005193985.3	suppressed	ZBTB26	PREDICTED: Bos taurus zinc finger and BTB domain containing 26 (ZBTB26), transcript variant X2, mRNA
XM_005193987.3	suppressed	ZBTB26	PREDICTED: Bos taurus zinc finger and BTB domain containing 26 (ZBTB26), transcript variant X3, mRNA
XM_005193989.3	suppressed	OR1L6	PREDICTED: Bos taurus olfactory receptor, family 1, subfamily L, member 6 (OR1L6), mRNA
XM_005193993.2	suppressed	OR1Q1	PREDICTED: Bos taurus olfactory receptor, family 1, subfamily Q, member 1 (OR1Q1), mRNA
XM_005193995.1	suppressed	LOC100847240	PREDICTED: Bos taurus olfactory receptor 1L8-like (LOC100847240), mRNA
XM_005193998.2	suppressed	LOC613397	PREDICTED: Bos taurus olfactory receptor 1J4 (LOC613397), mRNA
XM_005193999.1	suppressed	LOC101906611	PREDICTED: Bos taurus olfactory receptor 1J4-like (LOC101906611), mRNA
XM_005194000.3	suppressed	CFAP157	PREDICTED: Bos taurus cilia and flagella associated protein 157 (CFAP157), transcript variant X1, mRNA
XM_005194001.3	suppressed	CFAP157	PREDICTED: Bos taurus cilia and flagella associated protein 157 (CFAP157), transcript variant X2, mRNA
XM_005194007.2	suppressed	CIZ1	PREDICTED: Bos taurus CDKN1A interacting zinc finger protein 1 (CIZ1), transcript variant X1, mRNA
XM_005194008.2	suppressed	CIZ1	PREDICTED: Bos taurus CDKN1A interacting zinc finger protein 1 (CIZ1), transcript variant X4, mRNA
XM_005194009.2	suppressed	CIZ1	PREDICTED: Bos taurus CDKN1A interacting zinc finger protein 1 (CIZ1), transcript variant X5, mRNA
XM_005194010.2	suppressed	CIZ1	PREDICTED: Bos taurus CDKN1A interacting zinc finger protein 1 (CIZ1), transcript variant X6, mRNA
XM_005194012.3	suppressed	CIZ1	PREDICTED: Bos taurus CDKN1A interacting zinc finger protein 1 (CIZ1), transcript variant X10, mRNA
XM_005194017.2	suppressed	ZBTB34	PREDICTED: Bos taurus zinc finger and BTB domain containing 34 (ZBTB34), mRNA
XM_005194018.3	suppressed	ZNF79	PREDICTED: Bos taurus zinc finger protein 79 (ZNF79), transcript variant X3, mRNA
XM_005194019.3	suppressed	LOC100847700	PREDICTED: Bos taurus cytochrome c (LOC100847700), mRNA
XM_005194031.3	suppressed	TSC1	PREDICTED: Bos taurus tuberous sclerosis 1 (TSC1), transcript variant X2, mRNA
XM_005194032.3	suppressed	TSC1	PREDICTED: Bos taurus tuberous sclerosis 1 (TSC1), transcript variant X1, mRNA
XM_005194033.3	suppressed	TSC1	PREDICTED: Bos taurus tuberous sclerosis 1 (TSC1), transcript variant X6, mRNA
XM_005194041.3	suppressed	SEC16A	PREDICTED: Bos taurus SEC16 homolog A, endoplasmic reticulum export factor (SEC16A), transcript variant X7, mRNA
XM_005194042.3	suppressed	SEC16A	PREDICTED: Bos taurus SEC16 homolog A, endoplasmic reticulum export factor (SEC16A), transcript variant X8, mRNA
XM_005194047.2	suppressed	ADAMTS13	PREDICTED: Bos taurus ADAM metallopeptidase with thrombospondin type 1 motif 13 (ADAMTS13), transcript variant X2, mRNA
XM_005194054.3	suppressed	SURF2	PREDICTED: Bos taurus surfeit 2 (SURF2), mRNA
XM_005194059.3	suppressed	C11H9orf69	PREDICTED: Bos taurus chromosome 11 open reading frame, human C9orf69 (C11H9orf69), transcript variant X1, mRNA
XM_005194060.3	suppressed	C11H9orf69	PREDICTED: Bos taurus chromosome 11 open reading frame, human C9orf69 (C11H9orf69), transcript variant X2, mRNA
XM_005194063.3	suppressed	TRAF2	PREDICTED: Bos taurus TNF receptor associated factor 2 (TRAF2), transcript variant X3, mRNA
XM_005194064.3	suppressed	C11H9orf172	PREDICTED: Bos taurus chromosome 11 open reading frame, human C9orf172 (C11H9orf172), transcript variant X1, mRNA
XM_005194066.3	suppressed	C11H9orf172	PREDICTED: Bos taurus chromosome 11 open reading frame, human C9orf172 (C11H9orf172), transcript variant X2, mRNA
XM_005194069.3	suppressed	PPP1R26	PREDICTED: Bos taurus protein phosphatase 1 regulatory subunit 26 (PPP1R26), transcript variant X3, mRNA
XM_005194079.3	suppressed	LOC539110	PREDICTED: Bos taurus kelch repeat and BTB domain-containing protein 7 (LOC539110), mRNA
XM_005194084.3	suppressed	AKAP11	PREDICTED: Bos taurus A-kinase anchoring protein 11 (AKAP11), transcript variant X2, mRNA
XM_005194095.3	suppressed	TSC22D1	PREDICTED: Bos taurus TSC22 domain family member 1 (TSC22D1), transcript variant X9, mRNA
XM_005194101.3	suppressed	ZC3H13	PREDICTED: Bos taurus zinc finger CCCH-type containing 13 (ZC3H13), transcript variant X5, mRNA
XM_005194102.3	suppressed	LRRC63	PREDICTED: Bos taurus leucine rich repeat containing 63 (LRRC63), transcript variant X1, mRNA
XM_005194104.3	suppressed	LRRC63	PREDICTED: Bos taurus leucine rich repeat containing 63 (LRRC63), transcript variant X3, mRNA
XM_005194105.3	suppressed	LRRC63	PREDICTED: Bos taurus leucine rich repeat containing 63 (LRRC63), transcript variant X4, mRNA
XM_005194111.3	suppressed	CAB39L	PREDICTED: Bos taurus calcium binding protein 39 like (CAB39L), transcript variant X1, mRNA
XM_005194115.3	suppressed	LOC101905818	PREDICTED: Bos taurus testis-specific Y-encoded-like protein 5 (LOC101905818), transcript variant X2, mRNA
XM_005194119.2	suppressed	CCNA1	PREDICTED: Bos taurus cyclin A1 (CCNA1), transcript variant X3, mRNA
XM_005194124.3	suppressed	CCNA1	PREDICTED: Bos taurus cyclin A1 (CCNA1), transcript variant X4, mRNA
XM_005194133.3	suppressed	LOC101904963	PREDICTED: Bos taurus protein SET-like (LOC101904963), mRNA
XM_005194136.3	suppressed	MTUS2	PREDICTED: Bos taurus microtubule associated tumor suppressor candidate 2 (MTUS2), transcript variant X1, mRNA
XM_005194139.3	suppressed	MTUS2	PREDICTED: Bos taurus microtubule associated tumor suppressor candidate 2 (MTUS2), transcript variant X2, mRNA
XM_005194140.3	suppressed	MTUS2	PREDICTED: Bos taurus microtubule associated tumor suppressor candidate 2 (MTUS2), transcript variant X3, mRNA
XM_005194143.3	suppressed	RASL11A	PREDICTED: Bos taurus RAS-like family 11 member A (RASL11A), partial mRNA
XM_005194152.3	suppressed	MPHOSPH8	PREDICTED: Bos taurus M-phase phosphoprotein 8 (MPHOSPH8), transcript variant X1, mRNA
XM_005194153.3	suppressed	CENPJ	PREDICTED: Bos taurus centromere protein J (CENPJ), transcript variant X2, mRNA
XM_005194154.2	suppressed	CENPJ	PREDICTED: Bos taurus centromere protein J (CENPJ), transcript variant X3, mRNA
XM_005194159.3	suppressed	PCDH9	PREDICTED: Bos taurus protocadherin 9 (PCDH9), transcript variant X5, mRNA
XM_005194163.3	suppressed	LMO7	PREDICTED: Bos taurus LIM domain 7 (LMO7), transcript variant X14, mRNA
XM_005194173.3	suppressed	LMO7	PREDICTED: Bos taurus LIM domain 7 (LMO7), transcript variant X12, mRNA
XM_005194176.3	suppressed	LMO7	PREDICTED: Bos taurus LIM domain 7 (LMO7), transcript variant X22, mRNA
XM_005194177.3	suppressed	LMO7	PREDICTED: Bos taurus LIM domain 7 (LMO7), transcript variant X17, mRNA
XM_005194179.3	suppressed	LMO7	PREDICTED: Bos taurus LIM domain 7 (LMO7), transcript variant X26, mRNA
XM_005194180.3	suppressed	LMO7	PREDICTED: Bos taurus LIM domain 7 (LMO7), transcript variant X27, mRNA
XM_005194181.3	suppressed	LMO7	PREDICTED: Bos taurus LIM domain 7 (LMO7), transcript variant X28, mRNA
XM_005194182.3	suppressed	KCTD12	PREDICTED: Bos taurus potassium channel tetramerization domain containing 12 (KCTD12), mRNA
XM_005194184.3	suppressed	RBM26	PREDICTED: Bos taurus RNA binding motif protein 26 (RBM26), transcript variant X9, mRNA
XM_005194186.3	suppressed	RBM26	PREDICTED: Bos taurus RNA binding motif protein 26 (RBM26), transcript variant X15, mRNA
XM_005194187.3	suppressed	SLITRK6	PREDICTED: Bos taurus SLIT and NTRK like family member 6 (SLITRK6), transcript variant X1, mRNA
XM_005194191.3	suppressed	LOC101906427	PREDICTED: Bos taurus coiled-coil domain-containing protein 168 (LOC101906427), mRNA
XM_005194210.3	suppressed	ARHGEF7	PREDICTED: Bos taurus Rho guanine nucleotide exchange factor 7 (ARHGEF7), transcript variant X1, mRNA
XM_005194216.3	suppressed	SOX1	PREDICTED: Bos taurus SRY-box 1 (SOX1), mRNA
XM_005194231.3	suppressed	LOC100848072	PREDICTED: Bos taurus uncharacterized protein C17orf105 (LOC100848072), transcript variant X3, mRNA
XM_005194232.3	suppressed	LOC100848072	PREDICTED: Bos taurus uncharacterized protein C17orf105 (LOC100848072), transcript variant X4, mRNA
XM_005194233.3	suppressed	UPF3A	PREDICTED: Bos taurus UPF3 regulator of nonsense transcripts homolog A (yeast) (UPF3A), transcript variant X2, mRNA
XM_005194242.1	suppressed	BTBD3	PREDICTED: Bos taurus BTB (POZ) domain containing 3 (BTBD3), transcript variant X2, mRNA
XM_005194259.3	suppressed	KIF16B	PREDICTED: Bos taurus kinesin family member 16B (KIF16B), transcript variant X1, mRNA
XM_005194276.3	suppressed	ARL5B	PREDICTED: Bos taurus ADP ribosylation factor like GTPase 5B (ARL5B), mRNA
XM_005194278.3	suppressed	MLLT10	PREDICTED: Bos taurus myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10 (MLLT10), mRNA
XM_005194286.3	suppressed	ARHGAP21	PREDICTED: Bos taurus Rho GTPase activating protein 21 (ARHGAP21), transcript variant X1, mRNA
