accession	status	symbol	title
XM_015470076.1	suppressed	CLCF1	PREDICTED: Bos taurus cardiotrophin-like cytokine factor 1 (CLCF1), transcript variant X2, mRNA
XM_015470077.1	suppressed	CARNS1	PREDICTED: Bos taurus carnosine synthase 1 (CARNS1), transcript variant X2, mRNA
XM_015470078.1	suppressed	CARNS1	PREDICTED: Bos taurus carnosine synthase 1 (CARNS1), transcript variant X3, mRNA
XM_015470079.1	suppressed	CARNS1	PREDICTED: Bos taurus carnosine synthase 1 (CARNS1), transcript variant X4, mRNA
XM_015470080.1	suppressed	CARNS1	PREDICTED: Bos taurus carnosine synthase 1 (CARNS1), transcript variant X5, mRNA
XM_015470081.1	suppressed	CARNS1	PREDICTED: Bos taurus carnosine synthase 1 (CARNS1), transcript variant X6, mRNA
XM_015470082.1	suppressed	CARNS1	PREDICTED: Bos taurus carnosine synthase 1 (CARNS1), transcript variant X7, mRNA
XM_015470083.1	suppressed	GPR152	PREDICTED: Bos taurus G protein-coupled receptor 152 (GPR152), mRNA
XM_015470085.1	suppressed	PITPNM1	PREDICTED: Bos taurus phosphatidylinositol transfer protein, membrane associated 1 (PITPNM1), transcript variant X2, mRNA
XM_015470086.1	suppressed	LOC508879	PREDICTED: Bos taurus aldehyde dehydrogenase family 3 member B1-like (LOC508879), transcript variant X3, mRNA
XM_015470087.1	suppressed	CHKA	PREDICTED: Bos taurus choline kinase alpha (CHKA), transcript variant X1, mRNA
XM_015470088.1	suppressed	CHKA	PREDICTED: Bos taurus choline kinase alpha (CHKA), transcript variant X2, mRNA
XM_015470089.1	suppressed	LRP5L	PREDICTED: Bos taurus LDL receptor related protein 5 like (LRP5L), mRNA
XM_015470091.1	suppressed	IFITM10	PREDICTED: Bos taurus interferon induced transmembrane protein 10 (IFITM10), mRNA
XM_015470092.1	suppressed	LOC615853	PREDICTED: Bos taurus mas-related G-protein coupled receptor member D (LOC615853), mRNA
XM_015470093.1	suppressed	MRGPRG	PREDICTED: Bos taurus MAS related GPR family member G (MRGPRG), mRNA
XM_015470094.1	suppressed	LOC101902537	PREDICTED: Bos taurus uncharacterized LOC101902537 (LOC101902537), mRNA
XM_015470095.1	suppressed	SYT8	PREDICTED: Bos taurus synaptotagmin 8 (SYT8), mRNA
XM_015470096.1	suppressed	LOC509260	PREDICTED: Bos taurus deformed epidermal autoregulatory factor 1 homolog (LOC509260), mRNA
XM_015470097.1	suppressed	LOC107131148	PREDICTED: Bos taurus proline-rich protein HaeIII subfamily 1-like (LOC107131148), mRNA
XM_015470098.1	suppressed	EPS8L2	PREDICTED: Bos taurus EPS8 like 2 (EPS8L2), mRNA
XM_015470099.1	suppressed	BRSK2	PREDICTED: Bos taurus BR serine/threonine kinase 2 (BRSK2), transcript variant X2, mRNA
XM_015470100.1	suppressed	LOC107131154	PREDICTED: Bos taurus N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase 1-like (LOC107131154), partial mRNA
XM_015470101.1	suppressed	MUC5B	PREDICTED: Bos taurus mucin 5B, oligomeric mucus/gel-forming (MUC5B), transcript variant X2, mRNA
XM_015470102.1	suppressed	MUC5AC	PREDICTED: Bos taurus mucin 5AC, oligomeric mucus/gel-forming (MUC5AC), transcript variant X2, mRNA
XM_015470103.1	suppressed	LOC101905078	PREDICTED: Bos taurus intestinal mucin-like protein (LOC101905078), mRNA
XM_015470104.1	suppressed	SHANK2	PREDICTED: Bos taurus SH3 and multiple ankyrin repeat domains 2 (SHANK2), transcript variant X1, mRNA
XM_015470105.1	suppressed	SHANK2	PREDICTED: Bos taurus SH3 and multiple ankyrin repeat domains 2 (SHANK2), transcript variant X2, mRNA
XM_015470106.1	suppressed	SHANK2	PREDICTED: Bos taurus SH3 and multiple ankyrin repeat domains 2 (SHANK2), transcript variant X5, mRNA
XM_015470107.1	suppressed	SHANK2	PREDICTED: Bos taurus SH3 and multiple ankyrin repeat domains 2 (SHANK2), transcript variant X6, mRNA
XM_015470108.1	suppressed	SHANK2	PREDICTED: Bos taurus SH3 and multiple ankyrin repeat domains 2 (SHANK2), transcript variant X7, mRNA
XM_015470109.1	suppressed	LOC528168	PREDICTED: Bos taurus actin (LOC528168), mRNA
XM_015470110.1	suppressed	OSBPL5	PREDICTED: Bos taurus oxysterol binding protein like 5 (OSBPL5), transcript variant X1, mRNA
XM_015470111.1	suppressed	OSBPL5	PREDICTED: Bos taurus oxysterol binding protein like 5 (OSBPL5), transcript variant X2, mRNA
XM_015470112.1	suppressed	OSBPL5	PREDICTED: Bos taurus oxysterol binding protein like 5 (OSBPL5), transcript variant X3, mRNA
XM_015470113.1	suppressed	LOC101902361	PREDICTED: Bos taurus uncharacterized LOC101902361 (LOC101902361), transcript variant X1, mRNA
XM_015470114.1	suppressed	LOC101902361	PREDICTED: Bos taurus uncharacterized LOC101902361 (LOC101902361), transcript variant X2, mRNA
XM_015470115.1	suppressed	TRPM5	PREDICTED: Bos taurus transient receptor potential cation channel, subfamily M, member 5 (TRPM5), transcript variant X2, mRNA
XM_015470116.1	suppressed	MUC6	PREDICTED: Bos taurus mucin 6, oligomeric mucus/gel-forming (MUC6), transcript variant X1, mRNA
XM_015470117.1	suppressed	CRACR2B	PREDICTED: Bos taurus calcium release activated channel regulator 2B (CRACR2B), transcript variant X1, mRNA
XM_015470118.1	suppressed	CRACR2B	PREDICTED: Bos taurus calcium release activated channel regulator 2B (CRACR2B), transcript variant X2, mRNA
XM_015470119.1	suppressed	CRACR2B	PREDICTED: Bos taurus calcium release activated channel regulator 2B (CRACR2B), transcript variant X3, mRNA
XM_015470120.1	suppressed	LOC615055	PREDICTED: Bos taurus EF-hand calcium-binding domain-containing protein 4A (LOC615055), mRNA
XM_015470121.1	suppressed	DRD4	PREDICTED: Bos taurus dopamine receptor D4 (DRD4), mRNA
XM_015470122.1	suppressed	LRRC56	PREDICTED: Bos taurus leucine rich repeat containing 56 (LRRC56), transcript variant X1, mRNA
XM_015470123.1	suppressed	LRRC56	PREDICTED: Bos taurus leucine rich repeat containing 56 (LRRC56), transcript variant X3, mRNA
XM_015470124.1	suppressed	LRRC56	PREDICTED: Bos taurus leucine rich repeat containing 56 (LRRC56), transcript variant X4, mRNA
XM_015470125.1	suppressed	ANO9	PREDICTED: Bos taurus anoctamin 9 (ANO9), mRNA
XM_015470126.1	suppressed	LOC107131193	PREDICTED: Bos taurus anoctamin-9-like (LOC107131193), transcript variant X1, mRNA
XM_015470127.1	suppressed	LOC107131193	PREDICTED: Bos taurus anoctamin-9-like (LOC107131193), transcript variant X2, mRNA
XM_015470128.1	suppressed	LOC107131193	PREDICTED: Bos taurus anoctamin-9-like (LOC107131193), transcript variant X3, mRNA
XM_015470129.1	suppressed	LOC107131193	PREDICTED: Bos taurus anoctamin-9-like (LOC107131193), transcript variant X4, mRNA
XM_015470130.1	suppressed	LOC107131193	PREDICTED: Bos taurus anoctamin-9-like (LOC107131193), transcript variant X5, mRNA
XM_015470132.1	suppressed	DUSP8	PREDICTED: Bos taurus dual specificity phosphatase 8 (DUSP8), mRNA
XM_015470133.1	suppressed	LMNTD2	PREDICTED: Bos taurus lamin tail domain containing 2 (LMNTD2), transcript variant X2, mRNA
XM_015470134.1	suppressed	DEAF1	PREDICTED: Bos taurus DEAF1, transcription factor (DEAF1), transcript variant X1, mRNA
XM_015470135.1	suppressed	DEAF1	PREDICTED: Bos taurus DEAF1, transcription factor (DEAF1), transcript variant X2, mRNA
XM_015470136.1	suppressed	LOC615727	PREDICTED: Bos taurus dual specificity protein phosphatase 8 (LOC615727), mRNA
XM_015470137.1	suppressed	LOC107131269	PREDICTED: Bos taurus lamin tail domain-containing protein 2-like (LOC107131269), mRNA
XM_015470138.1	suppressed	LOC104976313	PREDICTED: Bos taurus serine/threonine-protein kinase BRSK2-like (LOC104976313), mRNA
XM_015470139.1	suppressed	B4GALNT4	PREDICTED: Bos taurus beta-1,4-N-acetyl-galactosaminyl transferase 4 (B4GALNT4), mRNA
XM_015470140.1	suppressed	LOC100336532	PREDICTED: Bos taurus dedicator of cytokinesis protein 11-like (LOC100336532), mRNA
XM_015470141.1	suppressed	KIAA1210	PREDICTED: Bos taurus KIAA1210 ortholog (KIAA1210), mRNA
XM_015470142.1	suppressed	LOC100848143	PREDICTED: Bos taurus dedicator of cytokinesis protein 11-like (LOC100848143), transcript variant X1, mRNA
XM_015470143.1	suppressed	LOC100848143	PREDICTED: Bos taurus dedicator of cytokinesis protein 11-like (LOC100848143), transcript variant X2, mRNA
XM_015470144.1	suppressed	LOC100848143	PREDICTED: Bos taurus dedicator of cytokinesis protein 11-like (LOC100848143), transcript variant X3, mRNA
XM_015470145.1	suppressed	LOC100848143	PREDICTED: Bos taurus dedicator of cytokinesis protein 11-like (LOC100848143), transcript variant X4, mRNA
XM_015470146.1	suppressed	LOC100848143	PREDICTED: Bos taurus dedicator of cytokinesis protein 11-like (LOC100848143), transcript variant X5, mRNA
XM_015470147.1	suppressed	LOC100848143	PREDICTED: Bos taurus dedicator of cytokinesis protein 11-like (LOC100848143), transcript variant X6, mRNA
XM_015470148.1	suppressed	LOC100848143	PREDICTED: Bos taurus dedicator of cytokinesis protein 11-like (LOC100848143), transcript variant X7, mRNA
XM_015470149.1	suppressed	AKAP14	PREDICTED: Bos taurus A-kinase anchoring protein 14 (AKAP14), transcript variant X2, mRNA
XM_015470150.1	suppressed	AKAP14	PREDICTED: Bos taurus A-kinase anchoring protein 14 (AKAP14), transcript variant X3, mRNA
XM_015470151.1	suppressed	AKAP14	PREDICTED: Bos taurus A-kinase anchoring protein 14 (AKAP14), transcript variant X4, mRNA
XM_015470152.1	suppressed	LOC101905293	PREDICTED: Bos taurus fibrous sheath-interacting protein 2-like (LOC101905293), transcript variant X1, mRNA
XM_015470153.1	suppressed	LOC101905293	PREDICTED: Bos taurus fibrous sheath-interacting protein 2-like (LOC101905293), transcript variant X2, mRNA
XM_015470154.1	suppressed	LOC101905293	PREDICTED: Bos taurus fibrous sheath-interacting protein 2-like (LOC101905293), transcript variant X3, mRNA
XM_015470155.1	suppressed	LOC101905293	PREDICTED: Bos taurus fibrous sheath-interacting protein 2-like (LOC101905293), transcript variant X4, mRNA
XM_015470156.1	suppressed	LOC107131986	PREDICTED: Bos taurus cancer/testis antigen 47A-like (LOC107131986), mRNA
XM_015470157.1	suppressed	LOC100848670	PREDICTED: Bos taurus cancer/testis antigen 47A-like (LOC100848670), mRNA
XM_015470158.1	suppressed	LOC101902430	PREDICTED: Bos taurus homeobox protein ESX1 (LOC101902430), mRNA
XM_015470159.1	suppressed	LOC100847467	PREDICTED: Bos taurus DDB1- and CUL4-associated factor 12-like protein 2 (LOC100847467), mRNA
XM_015470160.1	suppressed	LOC100300684	PREDICTED: Bos taurus cancer/testis antigen 47B (LOC100300684), mRNA
XM_015470161.1	suppressed	CUL4B	PREDICTED: Bos taurus cullin 4B (CUL4B), transcript variant X1, mRNA
XM_015470162.1	suppressed	CUL4B	PREDICTED: Bos taurus cullin 4B (CUL4B), transcript variant X2, mRNA
XM_015470163.1	suppressed	CUL4B	PREDICTED: Bos taurus cullin 4B (CUL4B), transcript variant X3, mRNA
XM_015470164.1	suppressed	LOC100847166	PREDICTED: Bos taurus P antigen family member 3-like (LOC100847166), mRNA
XM_015470165.1	suppressed	LOC787709	PREDICTED: Bos taurus uncharacterized LOC787709 (LOC787709), transcript variant X1, mRNA
XM_015470166.1	suppressed	LOC787709	PREDICTED: Bos taurus uncharacterized LOC787709 (LOC787709), transcript variant X2, mRNA
XM_015470167.1	suppressed	LOC100297941	PREDICTED: Bos taurus P antigen family member 3 (LOC100297941), transcript variant X1, mRNA
XM_015470168.1	suppressed	BCORL1	PREDICTED: Bos taurus BCL6 corepressor-like 1 (BCORL1), transcript variant X2, mRNA
XM_015470169.1	suppressed	BCORL1	PREDICTED: Bos taurus BCL6 corepressor-like 1 (BCORL1), transcript variant X3, mRNA
XM_015470170.1	suppressed	LOC107133425	PREDICTED: Bos taurus fibrous sheath-interacting protein 2-like (LOC107133425), mRNA
XM_015470171.1	suppressed	LOC517820	PREDICTED: Bos taurus ecto-NOX disulfide-thiol exchanger 2 (LOC517820), mRNA
XM_015470172.1	suppressed	LOC100848511	PREDICTED: Bos taurus uncharacterized LOC100848511 (LOC100848511), mRNA
XM_015470173.1	suppressed	GPR119	PREDICTED: Bos taurus G protein-coupled receptor 119 (GPR119), mRNA
XM_015470174.1	suppressed	LOC104968627	PREDICTED: Bos taurus fibrous sheath-interacting protein 2-like (LOC104968627), transcript variant X4, mRNA
XM_015470175.1	suppressed	LOC104968627	PREDICTED: Bos taurus fibrous sheath-interacting protein 2-like (LOC104968627), transcript variant X6, mRNA
XM_015470176.1	suppressed	LOC787476	PREDICTED: Bos taurus fibrous sheath-interacting protein 2-like (LOC787476), transcript variant X1, mRNA
XM_015470177.1	suppressed	LOC787476	PREDICTED: Bos taurus fibrous sheath-interacting protein 2-like (LOC787476), transcript variant X2, mRNA
XM_015470178.1	suppressed	LOC787476	PREDICTED: Bos taurus fibrous sheath-interacting protein 2-like (LOC787476), transcript variant X3, mRNA
XM_015470179.1	suppressed	LOC787476	PREDICTED: Bos taurus fibrous sheath-interacting protein 2-like (LOC787476), transcript variant X4, mRNA
XM_015470180.1	suppressed	LOC107131230	PREDICTED: Bos taurus ecto-NOX disulfide-thiol exchanger 2 (LOC107131230), mRNA
XM_015470181.1	suppressed	LOC783491	PREDICTED: Bos taurus uncharacterized LOC783491 (LOC783491), mRNA
XM_015470186.1	suppressed	LOC783362	PREDICTED: Bos taurus uncharacterized LOC783362 (LOC783362), transcript variant X2, mRNA
XM_015470188.1	suppressed	LOC786942	PREDICTED: Bos taurus uncharacterized LOC786942 (LOC786942), mRNA
XM_015470189.1	suppressed	LOC783993	PREDICTED: Bos taurus ferritin light chain (LOC783993), mRNA
XM_015470190.1	suppressed	PHF6	PREDICTED: Bos taurus PHD finger protein 6 (PHF6), mRNA
XM_015470191.1	suppressed	LOC100335990	PREDICTED: Bos taurus small integral membrane protein 10-like protein 2A (LOC100335990), mRNA
XM_015470192.1	suppressed	LOC100851913	PREDICTED: Bos taurus zinc finger protein 75D-like (LOC100851913), transcript variant X1, mRNA
XM_015470193.1	suppressed	LOC100851913	PREDICTED: Bos taurus zinc finger protein 75D-like (LOC100851913), transcript variant X2, mRNA
XM_015470194.1	suppressed	LOC100851913	PREDICTED: Bos taurus zinc finger protein 75D-like (LOC100851913), transcript variant X3, mRNA
XM_015470195.1	suppressed	LOC107131241	PREDICTED: Bos taurus zinc finger protein 75D-like (LOC107131241), mRNA
XM_015470196.1	suppressed	LOC101902688	PREDICTED: Bos taurus putative zinc finger protein 75C (LOC101902688), mRNA
XM_015470197.1	suppressed	LOC100851595	PREDICTED: Bos taurus putative zinc finger protein 75C (LOC100851595), partial mRNA
XM_015470198.1	suppressed	ADGRG4	PREDICTED: Bos taurus adhesion G protein-coupled receptor G4 (ADGRG4), mRNA
XM_015470199.1	suppressed	SOX3	PREDICTED: Bos taurus SRY-box 3 (SOX3), transcript variant X2, mRNA
XM_015470200.1	suppressed	LOC107131211	PREDICTED: Bos taurus uncharacterized protein CXorf66 homolog (LOC107131211), mRNA
XM_015470201.1	suppressed	LOC540312	PREDICTED: Bos taurus protein DDX26B (LOC540312), transcript variant X1, mRNA
XM_015470202.1	suppressed	LOC540312	PREDICTED: Bos taurus protein DDX26B (LOC540312), transcript variant X2, mRNA
XM_015470203.1	suppressed	LOC540312	PREDICTED: Bos taurus protein DDX26B (LOC540312), transcript variant X3, mRNA
XM_015470204.1	suppressed	LOC540312	PREDICTED: Bos taurus protein DDX26B (LOC540312), transcript variant X4, mRNA
XM_015470205.1	suppressed	GPR101	PREDICTED: Bos taurus G protein-coupled receptor 101 (GPR101), mRNA
XM_015470206.1	suppressed	MCF2	PREDICTED: Bos taurus MCF.2 cell line derived transforming sequence (MCF2), transcript variant X2, mRNA
XM_015470207.1	suppressed	MCF2	PREDICTED: Bos taurus MCF.2 cell line derived transforming sequence (MCF2), transcript variant X3, mRNA
XM_015470208.1	suppressed	MCF2	PREDICTED: Bos taurus MCF.2 cell line derived transforming sequence (MCF2), transcript variant X5, mRNA
XM_015470209.1	suppressed	MCF2	PREDICTED: Bos taurus MCF.2 cell line derived transforming sequence (MCF2), transcript variant X6, mRNA
XM_015470210.1	suppressed	MCF2	PREDICTED: Bos taurus MCF.2 cell line derived transforming sequence (MCF2), transcript variant X7, mRNA
XM_015470211.1	suppressed	LOC107133426	PREDICTED: Bos taurus cerebellar degeneration-related antigen 1-like (LOC107133426), mRNA
XM_015470212.1	suppressed	LOC781841	PREDICTED: Bos taurus uncharacterized LOC781841 (LOC781841), transcript variant X2, mRNA
XM_015470213.1	suppressed	LOC508073	PREDICTED: Bos taurus melanoma-associated antigen 10-like (LOC508073), transcript variant X1, mRNA
XM_015470214.1	suppressed	LOC508073	PREDICTED: Bos taurus melanoma-associated antigen 10-like (LOC508073), transcript variant X2, mRNA
XM_015470215.1	suppressed	LOC508073	PREDICTED: Bos taurus melanoma-associated antigen 10-like (LOC508073), transcript variant X3, mRNA
XM_015470216.1	suppressed	SLITRK2	PREDICTED: Bos taurus SLIT and NTRK like family member 2 (SLITRK2), transcript variant X1, mRNA
XM_015470217.1	suppressed	CXHXorf23	PREDICTED: Bos taurus chromosome X open reading frame, human CXorf23 (CXHXorf23), transcript variant X2, mRNA
XM_015470218.1	suppressed	LOC107131180	PREDICTED: Bos taurus MAP7 domain-containing protein 2-like (LOC107131180), transcript variant X1, mRNA
XM_015470219.1	suppressed	LOC107131180	PREDICTED: Bos taurus MAP7 domain-containing protein 2-like (LOC107131180), transcript variant X2, mRNA
XM_015470220.1	suppressed	LOC107131180	PREDICTED: Bos taurus MAP7 domain-containing protein 2-like (LOC107131180), transcript variant X3, mRNA
XM_015470221.1	suppressed	LOC107131180	PREDICTED: Bos taurus MAP7 domain-containing protein 2-like (LOC107131180), transcript variant X4, mRNA
XM_015470222.1	suppressed	LOC107131180	PREDICTED: Bos taurus MAP7 domain-containing protein 2-like (LOC107131180), transcript variant X5, mRNA
XM_015470223.1	suppressed	LOC107131180	PREDICTED: Bos taurus MAP7 domain-containing protein 2-like (LOC107131180), transcript variant X6, mRNA
XM_015470224.1	suppressed	LOC100847173	PREDICTED: Bos taurus spermatid nuclear transition protein 3-like (LOC100847173), mRNA
XM_015470225.1	suppressed	LOC784285	PREDICTED: Bos taurus pre-rRNA-processing protein TSR2 homolog (LOC784285), mRNA
XM_015470226.1	suppressed	LOC107132001	PREDICTED: Bos taurus melanoma-associated antigen 10-like (LOC107132001), mRNA
XM_015470227.1	suppressed	LOC107133429	PREDICTED: Bos taurus melanoma-associated antigen 8-like (LOC107133429), mRNA
XM_015470228.1	suppressed	LOC529934	PREDICTED: Bos taurus piezo-type mechanosensitive ion channel component 2-like (LOC529934), transcript variant X1, mRNA
XM_015470229.1	suppressed	LOC104968409	PREDICTED: Bos taurus piezo-type mechanosensitive ion channel component 2-like (LOC104968409), transcript variant X2, mRNA
XM_015470230.1	suppressed	LOC101903082	PREDICTED: Bos taurus piezo-type mechanosensitive ion channel component 2-like (LOC101903082), mRNA
XM_015470231.1	suppressed	CXHXorf40B	PREDICTED: Bos taurus chromosome X open reading frame, human CXorf40B (CXHXorf40B), mRNA
XM_015470232.1	suppressed	LOC520317	PREDICTED: Bos taurus melanoma-associated antigen 8 (LOC520317), mRNA
XM_015470233.1	suppressed	LOC786357	PREDICTED: Bos taurus killer cell immunoglobulin-like receptor 2DL5A (LOC786357), transcript variant X2, mRNA
XM_015470234.1	suppressed	PNMA5	PREDICTED: Bos taurus paraneoplastic Ma antigen family member 5 (PNMA5), partial mRNA
XM_015470235.1	suppressed	LOC617695	PREDICTED: Bos taurus melanoma-associated antigen 10 (LOC617695), mRNA
XM_015470236.1	suppressed	LOC104968419	PREDICTED: Bos taurus melanoma-associated antigen 9-like (LOC104968419), mRNA
XM_015470237.1	suppressed	LOC100298021	PREDICTED: Bos taurus melanoma-associated antigen 10 (LOC100298021), mRNA
XM_015470238.1	suppressed	LOC107132006	PREDICTED: Bos taurus melanoma-associated antigen 9-like (LOC107132006), mRNA
